language	member_id	form	pos	branch_gloss	layer	candidate	core_or_root_reading	support_root	classical_sources	licensed_rules	score	status
latin	kaikki_latin:703432:en--legus-la-suffix-albFSS-q	-legus	suffix	Forms adjectives related to the concept of collecting, gathering together.	nucleus	رج	الاضطراب المادي، أي اضطراب الجِرْم وتردده	رجس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.188982	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:444803:en-Eligius-la-name-h8YdwBAs	Eligius	name	a male given name	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.161690	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:4821:en-logos-la-noun-mTphU5VH	logos	noun	a word	nucleus	قس	تتبع أو تتابع وامتداد بصلابة أو حدة	قسطس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.141421	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:444803:en-Eligius-la-name-h8YdwBAs	Eligius	name	a male given name	nucleus	كس	النقص بالدق أو القشر أو نحوهما من التأخر والغئور	كسب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.135250	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:837315:en-lygos-la-noun-04hacnIe	lygos	noun	chaste tree	nucleus	لس	قلة مفارقة المنشأ أو المقر	لسن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.123091	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:780722:en-lignatus-la-verb-ITk6nwEP	lignatus	verb	having fetched firewood	nucleus	كم	تغطية الشيء بغطاء زائد على حقيقته	كمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.117851	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:1680:en-legislatio-la-noun-vV9cH0hm	legislatio	noun	the giving of the law	nucleus	لت	التماسك واللزوق وما إليه وهو تداخل يلزمه النقص	لوت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.105409	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:850116:en-Lechieni-la-name-wgDVrI3i	Lechieni	name	An Arabian tribe mentioned by Pliny	nucleus	حن	جوف الشيء القوي أو أثنائه	حنجر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:476052:en-lychnis-la-noun-89aKweVV	lychnis	noun	a kind of rose	nucleus	له	الاتساع مع شمول وشفافية أو فراغ أثناء	لهث	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.188982	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:29044:en-ilico-la-adv-IFhD40fn	ilico	adv	on the spot, at hand	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.182574	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:75039:en-Lucilla-la-name-pLhOhtoi	Lucilla	name	a female given name	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.161690	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:74742:en-licheniformis-la-adj-ht6hNsjV	licheniformis	adj	having the form of lichen	nucleus	كم	تغطية الشيء بغطاء زائد على حقيقته	كمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.144338	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:625091:en-leucogaster-la-adj-ZUQ3Icd7	leucogaster	adj	having a white belly	nucleus	كل	تجمع الشيء كتلة دون حد أو طرف دقيق	كلح	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.134231	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:654531:en-lucibilis-la-adj--f4Gpxx~	lucibilis	adj	bright, clear	nucleus	لس	قلة مفارقة المنشأ أو المقر	لسن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.123091	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:757486:en-elucidatus-la-verb-cC6NQXgM	elucidatus	verb	lightened, having been lightened	nucleus	لس	قلة مفارقة المنشأ أو المقر	لسن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.123091	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:679395:en-Laconicum-la-noun-OmjGEFT4	Laconicum	noun	laconicum (hot dry sweating room in Roman baths)	nucleus	رم	التجمع الرخو في الأثناء من تحول ذي حدة	رمح	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.188982	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:535393:en-locandus-la-verb-fcnp9uB7	locandus	verb	which is to be placed	nucleus	قم	تجمع الشيء أو تضامه في كتلة قوية مع تسنم أو ارتفاع	قمطر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.152499	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:531312:en-elocandus-la-verb-m2DCl8R0	elocandus	verb	which is to be let	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.140028	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:535393:en-locandus-la-verb-fcnp9uB7	locandus	verb	which is to be placed	nucleus	جس	الاختراق الحسي أو المعنوي	جوس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-03	0.124035	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:535393:en-locandus-la-verb-fcnp9uB7	locandus	verb	which is to be placed	nucleus	كن	الاستتار في جوف شيء	كون	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.117041	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:643499:en-leucops-la-noun-OtFQ3MmB	leucops	noun	white face (attributive)	nucleus	لم	نوع من الضم أو التضام لما شأنه الانتشار إلى الظاهر	لمح	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.116642	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:46455:en-locans-la-verb-je0-Im25	locans	verb	putting, placing, setting	nucleus	قم	تجمع الشيء أو تضامه في كتلة قوية مع تسنم أو ارتفاع	قمط	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-02	0.114897	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:535393:en-locandus-la-verb-fcnp9uB7	locandus	verb	which is to be placed	nucleus	دس	النفاذ بدفع مع دقة أو حدة في أثناء شيء	دسر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.108465	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:9709:en-lacertus-la-noun-vBNC1Cv5	lacertus	noun	The muscular part of the upper arm, including the shoulder, biceps, and triceps.	nucleus	لس	قلة مفارقة المنشأ أو المقر	ليس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:1684:en-lex-la-noun-Z5Tuybh8	lex	noun	a proposition or motion for a law made to the people by a magistrate, a bill	nucleus	رج	الاضطراب المادي، أي اضطراب الجِرْم وتردده	رجس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-03+LIQ-01	0.188982	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:70279:en-Alcaeus-la-name-h8YdwBAs	Alcaeus	name	a male given name	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.161690	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:780786:en-lucrandus-la-verb-CJlSfUk5	lucrandus	verb	which is to be gained, acquired	nucleus	كد	التعامل مع ما يشبه القشر الشديد اللصوق بأصله	كدح	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.150756	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:687647:en-lixabundus-la-adj-NfO1Vy4~	lixabundus	adj	journeying at pleasure	nucleus	قف	نوع من الارتفاع مع صلابة أو امتساك	قفل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-02	0.147442	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:865552:en-lacrimizare-la-verb-WCSKN0KC	lacrimizare	verb	to let out tears, weep, cry	nucleus	مر	الاسترسال والحركة مع صفة (حدة، قوة، اضطراب...)	مرح	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.146549	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:70279:en-Alcaeus-la-name-h8YdwBAs	Alcaeus	name	a male given name	nucleus	كس	النقص بالدق أو القشر أو نحوهما من التأخر والغئور	كسب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.135250	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:518226:en-lacerna-la-noun-ruTqwykB	lacerna	noun	A form of cloak, fastened at the neck, worn over a toga	nucleus	قن	النفاذ في الباطن أو الأخذ إليه بعمق أو امتداد	قنع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.132453	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:9158:en-lex_ferenda-la-noun-DQr~aoGP	lex ferenda	noun	what the law ought to be	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.149071	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:9304:en-lexis-la-noun-mTphU5VH	lexis	noun	a word	nucleus	قس	تتبع أو تتابع وامتداد بصلابة أو حدة	قسطس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.141421	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:850931:en-lycisca-la-noun-NyMzhx7N	lycisca	noun	female wolf dog	nucleus	كس	النقص بالدق أو القشر أو نحوهما من التأخر والغئور	كسب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.135250	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:10576:en-Alexius-la-name-h7EARqYR	Alexius	name	a male given name from Ancient Greek	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.125245	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:17118:en-Alexis-la-name-h7EARqYR	Alexis	name	a male given name from Ancient Greek	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.125245	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:9158:en-lex_ferenda-la-noun-DQr~aoGP	lex ferenda	noun	what the law ought to be	nucleus	ند	الإبعاد امتدادا أو مفارقة	ندم	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.123091	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:44148:en-laxans-la-verb-MYtuURDo	laxans	verb	extending	nucleus	زن	اختزان الباطن بقوة أو جمعه ما قد يبدو أثره	زنج	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	SIB-03	0.117041	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:850930:en-lyciscus-la-noun-RVDWHPTs	lyciscus	noun	wolf dog	nucleus	كس	النقص بالدق أو القشر أو نحوهما من التأخر والغئور	كسب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.110432	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:475832:en-laxaturus-la-verb-td6yxZ41	laxaturus	verb	about to extend, relax	nucleus	جل	الاتساع والانكشاف	جلس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-03+LIQ-01	0.408248	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:708249:en-lectuaria-la-noun-R7bz~Y2t	lectuaria	noun	things related to a bed: bedding, a blanket	nucleus	لت	التماسك واللزوق وما إليه وهو تداخل يلزمه النقص	لوت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.133333	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:799:en-locator-la-noun-lsmswAr8	locator	noun	letter, lessor (person who lets or hires)	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.125245	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:44142:en-laxatus-la-verb-HrN8LjQt	laxatus	verb	extended, having been extended.	nucleus	لس	قلة مفارقة المنشأ أو المقر	لسن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.123091	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:708249:en-lectuaria-la-noun-R7bz~Y2t	lectuaria	noun	things related to a bed: bedding, a blanket	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.115470	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:856334:en-lactineus-la-adj-sslceuTp	lactineus	adj	milk-coloured, white	nucleus	تن	الضغط على القوة الباطنية للشيء	وتن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.114708	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:708249:en-lectuaria-la-noun-R7bz~Y2t	lectuaria	noun	things related to a bed: bedding, a blanket	nucleus	كر	التركز تكرارًا ومعاودة أو بقاء طويلًا لحصول النفع	كرس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.111803	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:837405:en-elacaten-la-noun-wLHSD99W	elacaten	noun	a large sea fish, a tuna	nucleus	رق	الانبساط مع الرقة	رقد	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.104006	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:843082:en-electrificina_nuclearis-la-noun-H8qd2u1h	electrificina nuclearis	noun	nuclear power plant	nucleus	قص	نوع من القطع مع التسوية والتتابع الممتد	قصف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.235702	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:46454:en-locatus-la-verb--SISf0Ku	locatus	verb	put, placed, having been set.	nucleus	رت	الامتساك الدقيق وما إليه	رتل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.147043	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:531310:en-elocaturus-la-verb-LKJ46bgE	elocaturus	verb	about to let	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.140028	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:531311:en-elocatus-la-verb-VlTUEG1w	elocatus	verb	let	nucleus	لق	الصدم أو الالتقاء بالشيء في الحيز بقوة	لقب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.140028	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:780702:en-lectitandus-la-verb-5BwNRagK	lectitandus	verb	which is to be read	nucleus	قن	النفاذ في الباطن أو الأخذ إليه بعمق أو امتداد	قنط	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.132453	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:780702:en-lectitandus-la-verb-5BwNRagK	lectitandus	verb	which is to be read	nucleus	كس	النقص بالدق أو القشر أو نحوهما من التأخر والغئور	كسد	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.128037	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:535392:en-locaturus-la-verb-Gjwo7Oy1	locaturus	verb	about to place	nucleus	جس	الاختراق الحسي أو المعنوي	جوس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-03	0.124035	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:535392:en-locaturus-la-verb-Gjwo7Oy1	locaturus	verb	about to place	nucleus	قت	الدقة وقلة ما به القوة في العمق	قتل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.124035	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:219618:en-liquidum-la-noun-ESv3WcGr	liquidum	noun	a liquid; water	nucleus	كظ	امتلاء الجوف امتلاءً شديدًا	كظم	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	DENT-07	0.196116	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:71630:en-lucubratus-la-verb-sl9IRuip	lucubratus	verb	made, produced or composed by night or candlelight, having been made by candlelight	nucleus	قط	نوع من القطع باستواء وتسوية أو توالٍ	قطف	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.129099	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:55284:en-elucubrasse-la-verb-hvI1~CLx	elucubrasse	verb	perfect active infinitive of ēlūcubrō	nucleus	كم	تغطية الشيء بغطاء زائد على حقيقته	كمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.102062	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:581285:en-lucubrasse-la-verb-0p2R38o3	lucubrasse	verb	perfect active infinitive of lūcubrō	nucleus	كم	تغطية الشيء بغطاء زائد على حقيقته	كمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.102062	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:117262:en-elucubravisse-la-verb-hvI1~CLx	elucubravisse	verb	perfect active infinitive of ēlūcubrō	nucleus	كم	تغطية الشيء بغطاء زائد على حقيقته	كمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.102062	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:127467:en-lucubravisse-la-verb-0p2R38o3	lucubravisse	verb	perfect active infinitive of lūcubrō	nucleus	كم	تغطية الشيء بغطاء زائد على حقيقته	كمل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.102062	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:364575:en-liquefactus-la-verb-cTg6LsCj	liquefactus	verb	melted, (having been) liquefied	nucleus	لس	قلة مفارقة المنشأ أو المقر	لسن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.100504	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:71630:en-lucubratus-la-verb-sl9IRuip	lucubratus	verb	made, produced or composed by night or candlelight, having been made by candlelight	nucleus	كل	تجمع الشيء كتلة دون حد أو طرف دقيق	كلح	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.094916	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:381073:en-alicunde-la-adv-WhwXLDzY	alicunde	adv	somewhence, from somewhere, from any place	nucleus	رض	تضخم الجرم مع رخاوة باطنه	رضع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.288675	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:385599:en-locupletationi-la-noun-l1r9QcyZ	locupletationi	noun	dative singular of locūplētātiō	nucleus	لب	اللزوم أي التلازم والتداخل	لبس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.258199	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:385602:en-locupletatione-la-noun-h9HThc0q	locupletatione	noun	ablative singular of locūplētātiō	nucleus	لب	اللزوم أي التلازم والتداخل	لبس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.258199	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:385598:en-locupletationum-la-noun-xKSx1Rfg	locupletationum	noun	genitive plural of locūplētātiō	nucleus	لب	اللزوم أي التلازم والتداخل	لبس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.258199	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:385601:en-locupletationem-la-noun-XOjzUoL0	locupletationem	noun	accusative singular of locūplētātiō	nucleus	لب	اللزوم أي التلازم والتداخل	لبس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.258199	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:385597:en-locupletationis-la-noun-OnDzCtOl	locupletationis	noun	genitive singular of locūplētātiō	nucleus	لب	اللزوم أي التلازم والتداخل	لبس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.258199	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:705518:en-Lucullus-la-name-hgmEXE~e	Lucullus	name	A Roman cognomen — famously held by	nucleus	كب	التجمع كتلة متضاغطة أو كالكتلة المتضاغطة	كبر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-05	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:385600:en-locupletationibus-la-noun-w0EEFujE	locupletationibus	noun	dative/ablative plural of locūplētātiō	nucleus	لب	اللزوم أي التلازم والتداخل	لبس	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.235702	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:687236:en-illabor-la-verb-2MB8ksR9	illabor	verb	to fall, slip, slide, glide, or flow into	nucleus	مر	الاسترسال والحركة مع صفة (حدة، قوة، اضطراب...)	مرح	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.258199	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:470:en-locus_delicti-la-phrase-reFyVpFQ	locus delicti	phrase	the place where a crime was committed; the crime scene	nucleus	رض	تضخم الجرم مع رخاوة باطنه	رضع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.250000	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:838053:en-Licus-la-name-nIipDWQV	Licus	name	A river of Vindelicia that flows into the Danubius, now the Lech	nucleus	رك	التجمع مع قلة الكثافة والتماسك	ركب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LIQ-01	0.235702	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:838053:en-Licus-la-name-nIipDWQV	Licus	name	A river of Vindelicia that flows into the Danubius, now the Lech	nucleus	بس	الجفاف واليبوسة	بسر	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-05	0.204124	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:83328:en-locuturus-la-verb-Rpp05SqO	locuturus	verb	about to speak	nucleus	لس	قلة مفارقة المنشأ أو المقر	لسن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.174078	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:869129:en--loquus-la-suffix-nAfPqNZY	-loquus	suffix	Forms adjectives that specify the manner of one's speech	nucleus	لس	قلة مفارقة المنشأ أو المقر	لسن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.155700	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:26134:en-locutus-la-verb-zzCRuea3	locutus	verb	spoken, having spoken.	nucleus	لس	قلة مفارقة المنشأ أو المقر	لسن	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.123091	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:470:en-locus_delicti-la-phrase-reFyVpFQ	locus delicti	phrase	the place where a crime was committed; the crime scene	nucleus	كس	النقص بالدق أو القشر أو نحوهما من التأخر والغئور	كسب	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.117130	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:471570:en-illiberalis-la-adj-IEGqaeWN	illiberalis	adj	ignoble, ungenerous, sordid, mean, disobliging	nucleus	فر	الفصل أو التفريق بين ما هو ملتق أو ملتحم	فرت	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-02	0.127343	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:685660:en-alleghaniensis-la-adj-pqTzHVuH	alleghaniensis	adj	Found in the vicinity of the Allegheny River and Mountains.	nucleus	قع	نوع من التركز والكثافة مع غلظ وثقل إلى أسفل	قوع	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	GUT-04	0.115470	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:685660:en-alleghaniensis-la-adj-pqTzHVuH	alleghaniensis	adj	Found in the vicinity of the Allegheny River and Mountains.	nucleus	كن	الاستتار في جوف شيء	كند	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.100631	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:447996:en-allaborans-la-verb-JsrnO8Og	allaborans	verb	labouring, toiling	nucleus	رز	التداخل الشديد	رزق	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	SIB-03	0.086874	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:721915:en-allaboraturus-la-verb-iS3VEG~d	allaboraturus	verb	about to labour	nucleus	بط	التجمع الرخو المكتنز مع الشق عنه أو قطعه	بطش	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.086387	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:721916:en-allaboratus-la-verb-DnaQFagE	allaboratus	verb	laboured	nucleus	بط	التجمع الرخو المكتنز مع الشق عنه أو قطعه	بطش	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	ANCHOR	0.086387	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:324858:en-allidimus-la-verb-OS2o3x2e	allidimus	verb	first-person plural present active indicative of allīdō	nucleus	بص	النفاذ والإدراك	بصل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.080064	REVIEW-CANDIDATE-NOT-VERDICT
latin	kaikki_latin:324911:en-allidamus-la-verb-m9CTGQm3	allidamus	verb	first-person plural present active subjunctive of allīdō	nucleus	بص	النفاذ والإدراك	بصل	تاج العروس لمرتضى الزبيدي+لسان العرب لابن منظور	LAB-04	0.080064	REVIEW-CANDIDATE-NOT-VERDICT
